plugin_id,plugin_type,plugin_name,plugin_status,actionability_state,recommendation_count,actionable_via_discovery,reason_code,reason_code_detail,recommended_next_step,next_step_lane_id,expected_post_state,finding_count,finding_kind_preview,plugin_summary
analysis_param_near_duplicate_simhash_v1,analysis,Param Near-Duplicate Detection (SimHash),ok,actionable,1,True,,,,already_actionable,actionable,1,actionable_ops_lever,REUSED from dryrun_debug_20260221T1630Z
analysis_param_variant_explosion_v1,analysis,Param Variant Explosion,ok,actionable,1,True,,,,already_actionable,actionable,10,param_variant_explosion,REUSED from dryrun_debug_20260221T1630Z
analysis_partial_correlation_network_shift_v1,analysis,analysis_partial_correlation_network_shift_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_pc_algorithm_causal_graph_v1,analysis,PC Algorithm Causal Skeleton,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_pca_auto,analysis,Pca Auto,ok,actionable,1,True,,,,already_actionable,actionable,1,pca_auto,REUSED from dryrun_debug_20260221T1630Z
analysis_pca_control_chart,analysis,Pca Control Chart,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_percentile_analysis,analysis,Percentile Analysis,ok,actionable,1,True,,,,already_actionable,actionable,10,percentile_stats,REUSED from dryrun_debug_20260221T1630Z
analysis_periodicity_spectral_scan,analysis,Periodicity Spectral Scan,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_permutation_entropy_drift_v1,analysis,analysis_permutation_entropy_drift_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_phate_trajectory_embedding_v1,analysis,PHATE-like Trajectory Embedding,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_piecewise_linear_trend_changepoints_v1,analysis,analysis_piecewise_linear_trend_changepoints_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_poisson_regression_rate_drivers_v1,analysis,analysis_poisson_regression_rate_drivers_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_process_counterfactuals,analysis,Process Counterfactuals,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
analysis_process_drift_conformance_over_time,analysis,Process Drift Conformance Over Time,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_process_sequence,analysis,Process Sequence Mining,ok,actionable,1,True,,,,already_actionable,actionable,20,process_variant,REUSED from dryrun_debug_20260221T1630Z
analysis_process_sequence_bottlenecks,analysis,Process Sequence Bottlenecks,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
analysis_proportional_hazards_duration,analysis,Proportional Hazards Duration,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_quantile_loss_boosting_v1,analysis,analysis_quantile_loss_boosting_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_quantile_mapping_drift_qq_v1,analysis,analysis_quantile_mapping_drift_qq_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_quantile_regression_duration,analysis,Quantile Regression Duration,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_quantile_regression_forest_v1,analysis,analysis_quantile_regression_forest_v1,ok,actionable,1,True,,,,already_actionable,actionable,10,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_quantile_sketch_p2_streaming_v1,analysis,analysis_quantile_sketch_p2_streaming_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_queue_delay_decomposition,analysis,Queue Delay Decomposition,ok,actionable,1,True,,,,already_actionable,actionable,11,capacity_scale_model;eligible_wait_process_stats;eligible_wait_impact,REUSED from dryrun_debug_20260221T1630Z
analysis_queue_model_fit,analysis,Queue Model Fit,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_random_matrix_marchenko_pastur_denoise_v1,analysis,analysis_random_matrix_marchenko_pastur_denoise_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_randomization_test_median_shift_v1,analysis,analysis_randomization_test_median_shift_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_recommendation_dedupe_v2,analysis,Recommendation Dedupe v2,ok,actionable,1,True,,,,already_actionable,actionable,1,recommendation_dedupe_summary,REUSED from dryrun_debug_20260221T1630Z
analysis_recurrence_quantification_rqa_v1,analysis,analysis_recurrence_quantification_rqa_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_regression_auto,analysis,Regression Auto,ok,actionable,1,True,,,,already_actionable,actionable,1,regression_auto_drivers,REUSED from dryrun_debug_20260221T1630Z
analysis_retry_rate_hotspots_v1,analysis,Retry Rate Hotspots,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_robust_covariance_outliers,analysis,Robust Covariance Outliers,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_robust_pca_pcp,analysis,Robust Pca Pcp,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_robust_pca_sparse_outliers,analysis,Robust PCA Sparse Outliers,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_robust_regression_huber_ransac_v1,analysis,analysis_robust_regression_huber_ransac_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_sample_entropy_irregularity_v1,analysis,analysis_sample_entropy_irregularity_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_scan_statistics,analysis,Scan Statistics,ok,actionable,1,True,,,,already_actionable,actionable,6,cluster,REUSED from dryrun_debug_20260221T1630Z
analysis_seasonal_holt_winters_forecast_residuals_v1,analysis,analysis_seasonal_holt_winters_forecast_residuals_v1,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_sequence_classification,analysis,Standalone vs Sequence Classification,ok,actionable,1,True,,,,already_actionable,actionable,10,sequence_classification,REUSED from dryrun_debug_20260221T1630Z
analysis_sequence_grammar_sequitur_v1,analysis,Sequence Grammar Inference (SEQUITUR),ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
analysis_sequential_patterns_prefixspan,analysis,Sequential Patterns Prefixspan,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_sequential_patterns_prefixspan_v1,analysis,Sequential Patterns (PrefixSpan),ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
analysis_similarity_graph_spectral_clustering_v1,analysis,Similarity Graph Spectral Clustering,ok,actionable,1,True,,,,already_actionable,actionable,5,actionable_ops_lever,REUSED from dryrun_debug_20260221T1630Z
analysis_sinkhorn_ot_drift_v1,analysis,Sinkhorn OT Drift,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_sparse_pca_interpretable_components_v1,analysis,analysis_sparse_pca_interpretable_components_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_spectral_radius_stability_v1,analysis,analysis_spectral_radius_stability_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_ssa_decomposition_changepoint_v1,analysis,SSA Decomposition and Changepoint,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_state_space_kalman_residuals,analysis,State Space Kalman Residuals,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_state_space_smoother_level_shift_v1,analysis,analysis_state_space_smoother_level_shift_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_stl_seasonal_decompose_v1,analysis,analysis_stl_seasonal_decompose_v1,ok,actionable,1,True,,,,already_actionable,actionable,30,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_subspace_tracking_oja_v1,analysis,analysis_subspace_tracking_oja_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_surface_fabric_sso_eigen,analysis,Surface Fabric Sso Eigen,ok,actionable,1,True,,,,already_actionable,actionable,1,surface_fabric_sso_eigen,REUSED from dryrun_debug_20260221T1630Z
analysis_surface_fractal_dimension_variogram,analysis,Surface Fractal Dimension Variogram,ok,actionable,1,True,,,,already_actionable,actionable,5,surface_fractal_dimension_variogram,REUSED from dryrun_debug_20260221T1630Z
analysis_surface_hydrology_flow_watershed,analysis,Surface Hydrology Flow Watershed,ok,actionable,1,True,,,,already_actionable,actionable,1,surface_hydrology_flow_watershed,REUSED from dryrun_debug_20260221T1630Z
analysis_surface_multiscale_wavelet_curvature,analysis,Surface Multiscale Wavelet Curvature,ok,actionable,1,True,,,,already_actionable,actionable,5,surface_multiscale_wavelet_curvature,REUSED from dryrun_debug_20260221T1630Z
analysis_surface_roughness_metrics,analysis,Surface Roughness Metrics,ok,actionable,1,True,,,,already_actionable,actionable,5,surface_roughness_metrics,REUSED from dryrun_debug_20260221T1630Z
analysis_surface_rugosity_index,analysis,Surface Rugosity Index,ok,actionable,1,True,,,,already_actionable,actionable,5,surface_rugosity_index,REUSED from dryrun_debug_20260221T1630Z
analysis_surface_terrain_position_index,analysis,Surface Terrain Position Index,ok,actionable,1,True,,,,already_actionable,actionable,5,surface_terrain_position_index,REUSED from dryrun_debug_20260221T1630Z
analysis_survival_kaplan_meier,analysis,Survival Kaplan Meier,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_survival_time_to_event,analysis,Survival Time To Event,ok,actionable,1,True,,,,already_actionable,actionable,1,survival_time_to_event,REUSED from dryrun_debug_20260221T1630Z
analysis_symbolic_regression_gp_v1,analysis,Symbolic Regression GP Approximation,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_tabpfn_foundation_tabular_v1,analysis,TabPFN-style Few-shot Tabular Baseline,ok,actionable,1,True,,,,already_actionable,actionable,1,leftfield_signal,REUSED from dryrun_debug_20260221T1630Z
analysis_tail_isolation,analysis,Tail Isolation,ok,actionable,1,True,,,,already_actionable,actionable,13,tail_isolation,REUSED from dryrun_debug_20260221T1630Z
analysis_tda_betti_curve_changepoint,analysis,Tda Betti Curve Changepoint,ok,actionable,1,True,,,,already_actionable,actionable,221,tda_betti_curve_changepoint,REUSED from dryrun_debug_20260221T1630Z
analysis_tda_mapper_graph,analysis,Tda Mapper Graph,ok,actionable,1,True,,,,already_actionable,actionable,1,tda_mapper_graph,REUSED from dryrun_debug_20260221T1630Z
analysis_tda_persistence_landscapes,analysis,Tda Persistence Landscapes,ok,actionable,1,True,,,,already_actionable,actionable,1,tda_persistence_landscapes,REUSED from dryrun_debug_20260221T1630Z
analysis_tda_persistent_homology,analysis,Tda Persistent Homology,ok,actionable,1,True,,,,already_actionable,actionable,1,tda_persistent_homology,REUSED from dryrun_debug_20260221T1630Z
analysis_template_drift_two_sample,analysis,Template Drift Two Sample,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_tensor_cp_parafac_decomp_v1,analysis,Tensor CP PARAFAC Decomposition,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
analysis_term_burst_kleinberg,analysis,Term Burst Kleinberg,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_time_series_analysis_auto,analysis,Time Series Auto,ok,actionable,1,True,,,,already_actionable,actionable,1,time_series_auto,REUSED from dryrun_debug_20260221T1630Z
analysis_topic_model_lda,analysis,Topic Model Lda,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_topographic_angle_dynamics,analysis,Topographic Angle Dynamics,ok,actionable,1,True,,,,already_actionable,actionable,1,topographic_angle_dynamics,REUSED from dryrun_debug_20260221T1630Z
analysis_topographic_similarity_angle_projection,analysis,Topographic Similarity Angle Projection,ok,actionable,1,True,,,,already_actionable,actionable,1,topographic_similarity,REUSED from dryrun_debug_20260221T1630Z
analysis_topographic_tanova_permutation,analysis,Topographic Tanova Permutation,ok,actionable,1,True,,,,already_actionable,actionable,6,topographic_tanova_permutation,REUSED from dryrun_debug_20260221T1630Z
analysis_traceability_manifest_v2,analysis,Traceability Manifest v2,ok,actionable,1,True,,,,already_actionable,actionable,1,traceability_manifest,REUSED from dryrun_debug_20260221T1630Z
analysis_transfer_entropy_directional,analysis,Transfer Entropy Directional,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_ttests_auto,analysis,Ttests Auto,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_two_sample_categorical_chi2,analysis,Two Sample Categorical Chi2,ok,actionable,1,True,,,,already_actionable,actionable,14,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_two_sample_numeric_ad,analysis,Two Sample Numeric Ad,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_two_sample_numeric_ks,analysis,Two Sample Numeric Ks,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_two_sample_numeric_mann_whitney,analysis,Two Sample Numeric Mann Whitney,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_upload_linkage,analysis,Upload to Revenue Linkage Analysis,ok,actionable,1,True,,,,already_actionable,actionable,1,upload_bkrvnu_linkage,REUSED from dryrun_debug_20260221T1630Z
analysis_user_host_savings,analysis,User/Host Savings,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
analysis_variant_differential,analysis,Variant Differential,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
analysis_waterfall_summary_v2,analysis,Waterfall Summary v2,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
analysis_wild_binary_segmentation_v1,analysis,analysis_wild_binary_segmentation_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,analysis_no_action_diagnostic,REUSED from dryrun_debug_20260221T1630Z
analysis_zero_inflated_count_model_v1,analysis,analysis_zero_inflated_count_model_v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_observation,REUSED from dryrun_debug_20260221T1630Z
causal_recommendations_v1,analysis,Causal Recommendations v1,ok,actionable,1,True,,,,already_actionable,actionable,1,recommendation,REUSED from dryrun_debug_20260221T1630Z
changepoint_detection_v1,analysis,Changepoint Detection v1,ok,actionable,1,True,,,,already_actionable,actionable,1,changepoint,REUSED from dryrun_debug_20260221T1630Z
llm_prompt_builder,llm,LLM Prompt Builder,ok,actionable,0,True,,,,already_actionable,actionable,0,,REUSED from dryrun_debug_20260221T1630Z
llm_text2sql_local_generate_v1,llm,Local Text2SQL Pack Generator (v1),ok,actionable,0,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
planner_basic,planner,Planner Basic,ok,actionable,0,True,,,,already_actionable,actionable,110,plan,REUSED from dryrun_debug_20260221T1630Z
process_mining_conformance_v1,analysis,Process Mining Conformance v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
process_mining_discovery_v1,analysis,Process Mining Discovery v1,ok,actionable,1,True,,,,already_actionable,actionable,1,plugin_not_applicable,REUSED from dryrun_debug_20260221T1630Z
profile_basic,profile,Profile Basic,ok,actionable,0,True,,,,already_actionable,actionable,0,,REUSED from dryrun_debug_20260221T1630Z
profile_eventlog,profile,Profile Eventlog,ok,actionable,0,True,,,,already_actionable,actionable,39,role_inference;role_confidence_low,REUSED from dryrun_debug_20260221T1630Z
report_bundle,report,Report Bundle,ok,actionable,0,True,,,,already_actionable,actionable,0,,Report generated; indexed 2868 vectors
report_decision_bundle_v2,report,Decision Report Bundle v2,ok,actionable,0,True,,,,already_actionable,actionable,2,modeled_field_gaps;report_bundle_v2,Decision report bundle generated (modeled gaps noted)
report_payout_report_v1,report,Payout Report (Batch/Multi-Input),ok,actionable,0,True,,,,already_actionable,actionable,1,payout_report,Generated payout report artifacts
report_plain_english_v1,report,Plain-English Report (v1),ok,actionable,0,True,,,,already_actionable,actionable,0,,Wrote plain_report.md
report_slide_kit_emitter_v2,report,Slide Kit Emitter v2,ok,actionable,0,True,,,,already_actionable,actionable,1,slide_kit_summary,Slide kit tables emitted
transform_normalize_mixed,transform,Normalize Mixed Types,ok,actionable,0,True,,,,already_actionable,actionable,0,,REUSED from dryrun_debug_20260221T1630Z
transform_sql_intents_pack_v1,transform,SQL Intents Pack (v1),ok,actionable,0,True,,,,already_actionable,actionable,2,sql_intents_pack;sql_pack_bootstrap,Wrote 4 SQL intent(s) and bootstrap SQL pack (6 queries)
transform_sqlpack_materialize_v1,transform,SQL Pack Materializer (v1),ok,actionable,0,True,,,,already_actionable,actionable,1,sqlpack_materialized,Materialized 6 table(s)
transform_template,transform,Template Transformer,ok,actionable,0,True,,,,already_actionable,actionable,1,template_mapping_passthrough,Template mapping bypassed (template_id not set)
